DAY5_V2.1.4_AIRFOIL
1.000000 0.000000
0.999826 0.000024
0.999303 0.000098
0.998433 0.000220
0.997215 0.000392
0.995650 0.000613
0.993740 0.000883
0.991487 0.001204
0.988890 0.001574
0.985953 0.001995
0.982677 0.002466
0.979065 0.002988
0.975119 0.003560
0.970841 0.004182
0.966236 0.004854
0.961306 0.005574
0.956054 0.006342
0.950484 0.007156
0.944601 0.008015
0.938407 0.008918
0.931909 0.009862
0.925109 0.010845
0.918012 0.011865
0.910625 0.012918
0.902951 0.014003
0.894997 0.015115
0.886767 0.016252
0.878267 0.017410
0.869504 0.018587
0.860484 0.019779
0.851212 0.020982
0.841696 0.022194
0.831941 0.023411
0.821955 0.024631
0.811745 0.025850
0.801317 0.027067
0.790680 0.028279
0.779840 0.029484
0.768804 0.030680
0.757582 0.031864
0.746180 0.033037
0.734606 0.034196
0.722869 0.035341
0.710977 0.036470
0.698937 0.037582
0.686759 0.038677
0.674451 0.039754
0.662021 0.040812
0.649478 0.041849
0.636831 0.042866
0.624089 0.043860
0.611260 0.044831
0.598354 0.045778
0.585379 0.046697
0.572345 0.047588
0.559260 0.048448
0.546134 0.049275
0.532976 0.050067
0.519795 0.050820
0.506600 0.051532
0.493400 0.052200
0.480205 0.052820
0.467024 0.053391
0.453866 0.053907
0.440740 0.054367
0.427655 0.054767
0.414621 0.055105
0.401646 0.055379
0.388740 0.055585
0.375911 0.055723
0.363169 0.055790
0.350522 0.055785
0.337979 0.055708
0.325549 0.055559
0.313241 0.055337
0.301063 0.055043
0.289023 0.054678
0.277131 0.054245
0.265394 0.053743
0.253820 0.053176
0.242418 0.052547
0.231196 0.051857
0.220160 0.051110
0.209320 0.050309
0.198683 0.049457
0.188255 0.048557
0.178045 0.047612
0.168059 0.046624
0.158304 0.045598
0.148788 0.044535
0.139516 0.043438
0.130496 0.042308
0.121733 0.041148
0.113233 0.039959
0.105003 0.038743
0.097049 0.037499
0.089375 0.036229
0.081988 0.034933
0.074891 0.033611
0.068091 0.032262
0.061593 0.030888
0.055399 0.029486
0.049516 0.028058
0.043946 0.026602
0.038694 0.025118
0.033764 0.023607
0.029159 0.022067
0.024881 0.020500
0.020935 0.018906
0.017323 0.017285
0.014047 0.015639
0.011110 0.013968
0.008513 0.012275
0.006260 0.010562
0.004350 0.008831
0.002785 0.007084
0.001567 0.005324
0.000697 0.003555
0.000174 0.001779
0.000000 0.000000
0.000174 -0.001403
0.000697 -0.002796
0.001567 -0.004166
0.002785 -0.005504
0.004350 -0.006799
0.006260 -0.008042
0.008513 -0.009224
0.011110 -0.010336
0.014047 -0.011372
0.017323 -0.012325
0.020935 -0.013189
0.024881 -0.013961
0.029159 -0.014636
0.033764 -0.015214
0.038694 -0.015693
0.043946 -0.016073
0.049516 -0.016355
0.055399 -0.016542
0.061593 -0.016636
0.068091 -0.016641
0.074891 -0.016562
0.081988 -0.016404
0.089375 -0.016173
0.097049 -0.015875
0.105003 -0.015517
0.113233 -0.015105
0.121733 -0.014646
0.130496 -0.014147
0.139516 -0.013615
0.148788 -0.013056
0.158304 -0.012477
0.168059 -0.011882
0.178045 -0.011277
0.188255 -0.010667
0.198683 -0.010057
0.209320 -0.009449
0.220160 -0.008847
0.231196 -0.008254
0.242418 -0.007670
0.253820 -0.007099
0.265394 -0.006539
0.277131 -0.005991
0.289023 -0.005456
0.301063 -0.004932
0.313241 -0.004419
0.325549 -0.003916
0.337979 -0.003420
0.350522 -0.002931
0.363169 -0.002448
0.375911 -0.001967
0.388740 -0.001488
0.401646 -0.001011
0.414621 -0.000532
0.427655 -0.000052
0.440740 0.000430
0.453866 0.000915
0.467024 0.001402
0.480205 0.001891
0.493400 0.002382
0.506600 0.002874
0.519795 0.003364
0.532976 0.003852
0.546134 0.004336
0.559260 0.004813
0.572345 0.005281
0.585379 0.005737
0.598354 0.006179
0.611260 0.006604
0.624089 0.007008
0.636831 0.007390
0.649478 0.007746
0.662021 0.008074
0.674451 0.008371
0.686759 0.008636
0.698937 0.008865
0.710977 0.009058
0.722869 0.009212
0.734606 0.009328
0.746180 0.009404
0.757582 0.009440
0.768804 0.009436
0.779840 0.009392
0.790680 0.009310
0.801317 0.009190
0.811745 0.009034
0.821955 0.008844
0.831941 0.008621
0.841696 0.008369
0.851212 0.008090
0.860484 0.007786
0.869504 0.007460
0.878267 0.007116
0.886767 0.006757
0.894997 0.006385
0.902951 0.006005
0.910625 0.005618
0.918012 0.005228
0.925109 0.004837
0.931909 0.004450
0.938407 0.004067
0.944601 0.003692
0.950484 0.003327
0.956054 0.002974
0.961306 0.002636
0.966236 0.002312
0.970841 0.002006
0.975119 0.001719
0.979065 0.001451
0.982677 0.001204
0.985953 0.000979
0.988890 0.000776
0.991487 0.000595
0.993740 0.000438
0.995650 0.000305
0.997215 0.000195
0.998433 0.000110
0.999303 0.000049
0.999826 0.000012
1.000000 0.000000
